Inspection ID	DBA Name	AKA Name	License #	Facility Type	Risk	Address	City	State	Zip	Inspection Date	Inspection Type	Results	Violations	Latitude	Longitude	Location
2612606	HYATT HOUSE/HYATT PLACE AND FOOD CT	HYATT HOUSE/HYATT PLACE AND FOOD CT	2718726.0	HOTEL	Risk 1 (High)	1835 W HARRISON ST	CHICAGO	IL	60612.0	2025-02-24	Canvass Re-Inspection	Pass w/ Conditions	2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11  OBSERVED NO CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED ON THE PREMISES. MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE TCS FOODS ARE BEING PREPARED AND SERVED. PRIORITY FOUNDATION VIOLATION 7-38-012. CITATION ISSUED.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12  CLEAN THE FLOOR BENEATH THE BAR EQUIPMENT. CLEAN THE FLOOR DRAIN BEHIND THE BAR. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13  OBSERVED NO ALLERGEN TRAINING CERTIFICATE ON THE PREMISES. MANAGEMENT INSTRUCTED THAT ALL CERTIFIED FOOD MANAGERS MUST SHOW PROOF OF ALLERGEN TRAINING.	41.87398795331432	-87.67299740933659	(41.87398795331432, -87.67299740933659)
2612437	NAGUARA AREPAS & SUPERMARKET	NAGUARA AREPAS & SUPERMARKET	3002275.0	Grocery Store	Risk 1 (High)	3434-3440 W MONTROSE AVE	CHICAGO	IL	60618.0	2025-02-20	License	Pass	39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED NO SPLASH GUARD BETWEEN EXPOSED HAND SINK AND DRAINBOARD OF 3 COMPARTMENT SINK IN HOT FOOD PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO INSTALL A WASHABLE SPLASHGUARD AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE IN BOTH ALL GENDER TOILET ROOMS. INSTRUCTED THE PERSON IN CHARGE TO PROVIDE COVERED TRASH RECEPTACLES FOR BOTH ALL GENDER TOILET ROOMS AND MAINTAIN.	41.96122090226832	-87.7145844935118	(41.961220902268316, -87.7145844935118)
2612170	SHABU PLUS CHINATOWN	SHABUPLUS ROTARY HOT POT	2939191.0	Restaurant	Risk 1 (High)	2131 S ARCHER AVE	CHICAGO	IL	60616.0	2025-02-13	Complaint	Pass w/ Conditions	16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED LOW TEMPERATURE DISH MACHINE LOCATED AT NEAR ICE MACHINE (IN USE) AND DISHWASHING AREA INADEQUATELY SANITIZING DISHES AT 0 PPM. INSTRUCTED MANAGER TO PROVIDE A SANITIZING SOLUTION TO ADEQUATELY SANITIZE DISHES PER MANUFACTURER'S INSTRUCTIONS. LOW TEMPERATURE DISH MACHINE TAGGED AND HELD FOR INSPECTION BY THE CHICAGO DEPARTMENT OF PUBLIC HEALTH. INSTRUCTED MANAGER TO NO LONGER USE DISH MACHINE UNTIL IT IS RE-INSPECTED BY CDPH AND AT AN ADEQUATE SANITIZING SOLUTION. PRIORITY VIOLATION 7-38-025, CITATION ISSUED | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER COLD HOLDING TEMPERATURES OF TCS FOODS, THROUGHOUT FACILITY AT THE TIME OF THE INSPECTION. ON THE SELF SERVICE CONVEYER BELT (WHICH IS NOT A HOT OR COLDING UNIT) LOCATED IN THE DINING AREA FOUND: LOBSTER BALLS, FRIED SCALLOPS, FISH TOFU, QUAIL EGGS, RAW EGGS, VARIETY OF TOFU FOOD ITEMS, IMITATION CRAB, FRIED FISH BALL WITH CHEESE, CUT SWEET POTATOES, ROLLED FISH BALLS, SPAM, TOMATO WEDGES, CORN, BABY CORN, SHRIMP BAGS, DRIED BEAN CURDS TEMPERATURES RANGED 49.6F-66.7F. FOUND THE FOLLOWING ON SHELVES AT ROOM TEMPERATURE NEAR THE REAR CONVEYER BELT: SHRIMP BAGS, QUAIL EGGS, BABY CORN, DRIED BEAN CURDS, DUMPLINGS, AND FRIED TOFU RANGING TEMPERATURES OF 50.9F-68.0F. IN THE TWO DOOR COOLER NEAR CONVEYER BELT: VARIOUS TYPES OF TOFU AND FISH BALLS, AND DRIED BEAN CURDS TEMPERATURES RANGING 48.0F-53.2F. IN THE WALK-IN COOLER: A CONTAINER OF EGGS AND KIMCHI RANGING TEMPERATURES OF 48.2F-52.0F. LASTLY, CUT CANTALOUPE AND HONEYDEW MELON (51.2F) FOUND ON THE SELF-SERVICE BUFFET. NONE OF THE MENTIONED FOOD ITEMS WERE TIME STAMPED AND NO ACCURATE TEMPERATURE LOGBOOK WAS PROVIDED. THE TEMPERATURE LOG PROVIDED HAD NO DATES AND THE SAME TEMPERATURES WERE DOCUMENTED FOR ALL LISTED FOOD ITEMS ON LOG. ALL FOOD ITEMS WERE DISCARDED AT THE TIME OF THE INSPECTION. INSTRUCTED NOT TO USE CONVEYER BELT AS A HOT OR COLD HOLDING UNIT. MUST KEEP ALL COLD HOLDING FOODS 41F OR BELOW AT ALL TIMES. APPROXIMATELY 185LBS AT $380 WORTH OF PRODUCT DISCARDED AT THIS TIME. PRIORITY VIOLATION 7-38-005, CITATION ISSUED | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO AMBIENT AIR THERMOMETER INSIDE THE REFRIGERATOR NEXT TO THE ICE MACHINE. INSTRUCTED TO PROVIDE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: FOUND DRY INGREDIENT STORAGE CONTAINERS THROUGHOUT THE REAR FOOD PREP NOT LABELED. INSTRUCTED TO LABEL AND MAINTAIN. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED ON ICE SCOOP IMPROPERLY STORED IN BETWEEN ICE MACHINE UNIT. INSTRUCTED TO PROPERLY STORE AND MAINTAIN.	41.853620744430685	-87.63298132985555	(41.853620744430685, -87.63298132985555)
2612665	PEPES RESTAURANT	PEPES RESTAURANT	2621874.0	Restaurant	Risk 1 (High)	954 W 87TH ST	CHICAGO	IL	60620.0	2025-02-24	Canvass	Fail	39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MUST ELEVATE FOOD FROM FLOOR IN WALK IN COOLER AND NEAR WALK IN FREEZER TO PREVENT CROSS CONTAMINATION. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: MUST REPLACE SOILED WIPING CLOTHS AND STORE IN A SANITIZING SOLUTION WHEN NOT IN USE FROM SURFACES. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST REPAIR OR REPLACE WORN DOOR GASKET ALONG BOTTOM OF WALK IN FREEZER. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: MUST REPAIR OR REPLACE LEAKY FAUCET AT 3- COMPARTMENT SINK. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REMOVE ICE BUILD UP FROM FLOOR IN WALK IN FREEZER. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO FOOD ALLERGEN TRAINING FOR ALL FOOD MANAGERS MUST PROVIDE AND MAINTAIN. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS FROM REPORT #2588179 1/17/24 NOT CORRECTED-#37-3-302.12 : MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE(SQUEEZE BOTTLES/SHAKERS).#47- 4-501.11 : MUST REPAIR OR REPLACE WORN DOOR GASKETS ON 2- DOOR PREP COOLER.#49- 4-601.11(C) : MUST REMOVE ICE BUILD UP FROM WALK IN FREEZER COMPRESSOR UNIT.#55- 6-501.114 : MUST ELEVATE,REMOVE OR ORGANIZE ARTICLES FROM 2ND FL.FLOOR AND STORE PROPERLY.(PRIORITY FOUNDATION 7-42-090)(CITATION ISSUED) | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: OBSERVED A DEFAULT BEVERAGE BEING OFFERED ON KIDS MENU DRINK MUST BE 130 CALORIES OR LESS.	41.73611660530592	-87.6482671691217	(41.736116605305924, -87.6482671691217)
2612210	YACHT *57* FISH-WINGS-BURGER	YACHT 57	3010698.0	Restaurant	Risk 3 (Low)	1750 N CALIFORNIA AVE	CHICAGO	IL	60647.0	2025-02-14	License	Pass		41.91348310226821	-87.69722763748908	(41.91348310226821, -87.69722763748908)
2612624	M & M MINI MARKET, INC.	M & M MINI MARKET, INC.	3011256.0	Grocery Store	Risk 3 (Low)	4036 W DIVISION ST	CHICAGO	IL	60651.0	2025-02-24	License	Fail	5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMIT AND DIARRHEAL CLEAN UP PROCEDURE OR SUPPLIES ON SITE TO ADDRESS BODILY FLUID CLEAN UP. INSRUCTED TO PROVIDE. PRIORITY FOUNDATION VIOLATION 7-38-005. NO CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED SMALL GAP AT THE FRONT FACILITY DOOR. INSTRUCTED TO REPAIR AND MAINTAIN. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED NO COMMERCIAL DUMPSTER CONTRACT. INSTRUCTED TO PROVIDE A CONTRACT WITH A LICENSED WASTE MANAGEMENT OPERATOR. PRIORITY FOUNDATION VIOLATION #7-38-020(B). CITATION ISSUED.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED NO LIGHTBULB COVERING/SHIELDING OVERHEAD IN THE FRONT LOBBY AREA. INSTRUCTED TO PROVIDE COVERING/SHIELDING.	41.90275593000036	-87.72794150780221	(41.90275593000036, -87.72794150780221)
2612697	SUBWAY	SUBWAY	1947909.0	Restaurant	Risk 1 (High)	6450 S PULASKI RD	CHICAGO	IL	60629.0	2025-02-25	Canvass	Pass	49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: EXCESSIVE BLACK SUBSTANCE ON  CAULKING ABOVE 3-COMPARTMENT SINK. INSTD TO REMOVE BLACK SUBSTANCE AND MAINTAIN CLEAN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WALL BEHIND  3-COMPARTMENT SINK NOT CLEAN, WITH EXCESSIVE BLACK SUBSTANCE. INSTD TO CLEAN AND MAINTAIN SAME	41.77528655570301	-87.72281928238218	(41.77528655570301, -87.72281928238218)
2612678	BABAS ORIGINAL	BABAS ORIGINAL	2971321.0	Restaurant	Risk 1 (High)	8307 S DR MARTIN LUTHER KING JR DR	CHICAGO	IL	60619.0	2025-02-24	Canvass	Pass	49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: THE INTERIOR/EXTERIOR OF THE FRYERS WITH GREASE, FOOD AND DIRT. INSTRUCTED TO CLEAN AND MAINTAIN THE FRYERS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: THE INTERIOR/EXTERIOR OF THE REACH IN COOLERS WITH FOOD AND DIRT. INSTRUCTED TO CLEAN AND MAINTAIN THE COOLERS. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: TRASH AND DEBRIS AROUND THE DUMPSTER CONTAINER. INSTRUCTED TO CLEAN AND MAINTAIN THE OUTDOOR AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: THE FLOORS IN THE CORNERS AND UNDER/AROUND THE COOKING EQUIPMENT WITH FOOD, DIRT AND GREASE. INSTRUCTED TO CLEAN AND MAINTAIN FLOORS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WATER STAINED CEILING TILES IN THE DINING AREA. INSTRUCTED TO REPLACE AND MAINTAIN CEILING TILES. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FEMALE FOOD HANDLER HAS NO FOOD HANDLER CERTIFICATE. INSTRUCTED TO OBTAIN AND MAINTAIN A VALID FOOD HANDLER'S CERTIFICATE.	41.74355670666667	-87.61457537936796	(41.74355670666667, -87.61457537936796)
2612634	PEPE'S TACO	PEPE'S TACO	1444218.0	Restaurant	Risk 1 (High)	2 E 112TH PL	CHICAGO	IL	60628.0	2025-02-24	Canvass	Pass	10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED TIMED FAUCET NOT FUNCTIONING PROPERLY IN WOMEN WASHROOM. WATER MUST RUN CONTINUOUSLY FOR AT LEAST 15 SECONDS BEFORE REACTIVATING FAUCET. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN WALK-IN FREEZER. INSTRUCTED MANAGER TO ELEVATE ALL FOOD ITEMS SIX INCHES OFF FLOOR. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE SPOONS NOT INVERTED IN PREP AREA AND SINGLE SERVICE CONTAINERS STORED ON FLOOR IN REAR STORAGE AREA. INSTRUCTED MANAGER TO INVERT AND ELEVATE ALL SINGLE SERVICE ARTICLES TO PROTECT FROM CONTAMINATION. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKING DRAINPIPE UNDER HAND WASHING SINK IN WOMEN WASHROOM. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED NO WASTE RECEPTACLE AT HAND WASHING SINK INF RONT COUNTER AREA. INSTRUCTED MANAGER TO PROVIDE WASTE RECEPTACLE IN ALL AREAS WASTE IS COMMONLY DISCARDED.	41.68997809109808	-87.62292566375345	(41.689978091098084, -87.62292566375345)
2612519	MR. B'S CARIBBEAN GRILL, INC.	MR. B'S CARIBBEAN GRILL	3006693.0	Restaurant	Risk 1 (High)	4801 N MILWAUKEE AVE	CHICAGO	IL	60630.0	2025-02-21	License Re-Inspection	Pass	51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW PREVENTION DEVICE ON SERVICE/ MOP SINK IN REAR. INSTALL AND MAINTAIN BACKFLOW DEVICE ON MOP/SERVICE SINK. OBSERVED NO BACK FLOW PREVENTION DEVICE ON WATER INTAKE LINE FOR THE ICE MACHINE. INSTALL AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS IN BASEMENT ARE NOT SMOOTH AND EASILY CLEANABLE. RESTORE FLOORS IN BASEMENT ROOM CONTAINING WALK IN COOLER AND WILL CONTAIN DRY STORAGE TO A SMOOTH AND EASILY CLEANABLE CONDITION. OBSERVED CEILING OF BASEMENT IN DISREPAIR AND NOT SMOOTH AND EASILY CLENABLE. RESTORE CEILING ON BASEMENT TO A SMOOTH AND EASILY CLEANABLE CONDITION AND MAINTAIN.	41.967965811139145	-87.76065245915902	(41.967965811139145, -87.76065245915902)
2612593	LELAND ELEMENTARY SCHOOL	MAIN BUILDING/ANNEX	3247258.0	School	Risk 1 (High)	512 S LAVERGNE ST	CHICAGO	IL	60644.0	2025-02-24	Canvass	Pass	55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS ON FLOORS BEHIND HEAVY EQUIPMENT (COOLING UNIT, PREP TABLES, ETC) LOCATED THROUGHOUT PREP AREA. INTRUCTED TO CLEAN AND MAINTAIN.	41.87358320511356	-87.74931215931075	(41.87358320511356, -87.74931215931075)
2612323	SHABU PLUS CHINATOWN	SHABUPLUS ROTARY HOT POT	2939191.0	Restaurant	Risk 1 (High)	2131 S ARCHER AVE	CHICAGO	IL	60616.0	2025-02-18	Complaint Re-Inspection	Pass	36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B): OBSERVED NO AMBIENT AIR THERMOMETER INSIDE THE REFRIGERATOR NEXT TO THE ICE MACHINE. INSTRUCTED TO PROVIDE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12: FOUND DRY INGREDIENT STORAGE CONTAINERS THROUGHOUT THE REAR FOOD PREP NOT LABELED. INSTRUCTED TO LABEL AND MAINTAIN. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-307.11: OBSERVED ON ICE SCOOP IMPROPERLY STORED IN BETWEEN ICE MACHINE UNIT. INSTRUCTED TO PROPERLY STORE AND MAINTAIN.	41.853620744430685	-87.63298132985555	(41.853620744430685, -87.63298132985555)
2612607	SALONICA RESTAURANT	SALONICA RESTAURANT	19347.0	Restaurant	Risk 1 (High)	1438-1440 E 57TH ST	CHICAGO	IL	60637.0	2025-02-24	Canvass	Pass	37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED SOME FOOD STORAGE CONTAINERS IN BASEMENT AREA NOT LABELED AS REQUIRED; INSTRUCTED TO LABEL CONTAINERS WITH NAME OF PRODUCT INSIDE OF CONTAINER AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED ONE FRYER IN KITCHEN MISSING A DOOR AT THE BOTTOM AREA; INSTRUCTED TO REPLACE DOOR WHERE NEEDED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE CAN OPENER BLADE AT THE PREP TABLE IN THE BASEMENT IN NEED OF CLEANING; CLEAN CAN OPENER BLADE.  OBSERVED THE POTATO DICER ON THE WALL IN THE BASEMENT PREP AREA IN NEED OF CLEANING; INSTRUCTED TO CLEAN AND MAINTAIN POTATO DICER.  OBSERVED GREASE UNDER THE GRILL IN KITCHEN AND ON EXTERIOR SURFACES OF FRYERS; INSTRUCTED TO CLEAN WHERE NEEDED AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN THE WALLS BEHIND THE COOKING EQUIPMENT WHERE NEEDED. INSTRUCTED TO CLEAN INSIDE OF THE LIGHT SHIELDS IN THE KITCHEN WHERE NEEDED. INSTRUCTED TO CLEAN THE FLOORS UNDER COOKING EQUIPMENT IN KITCHEN WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOOR IN THE PRODUCE WALK IN COOLER IN THE BASEMENT RUSTED AND IN POOR REPAIR; INSTRUCTED TO REPLACE FLOOR.	41.79161998052027	-87.59018904172939	(41.79161998052027, -87.59018904172939)
2612471	SPARK MONTESSORI	SPARK MONTESSORI	2550207.0	Children's Services Facility	Risk 1 (High)	4326 N CALIFORNIA AVE	CHICAGO	IL	60618.0	2025-02-20	License	Pass		41.9602417722922	-87.69857997766185	(41.9602417722922, -87.69857997766185)
2612669	TUXEDO JUNCTION #2	TUXEDO JUNCTION #2	8974.0	Grocery Store	Risk 2 (Medium)	4300 S UNION AVE	CHICAGO	IL	60609.0	2025-02-24	Canvass	Out of Business		41.81618610986143	-87.64345182349379	(41.81618610986143, -87.64345182349379)
2612617	SHORTYS MEXICAN GRILL, INC.	SHORTYS MEXICAN GRILL, INC.	2868613.0	Restaurant	Risk 1 (High)	11529 S MICHIGAN AVE	CHICAGO	IL	60628.0	2025-02-24	Canvass	Pass	41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED SOILED WIPING CLOTHS STORED ON PREP TABLES. INSTRUCTED MANAGER TO STORE WIPING CLOTHS IN SANITIZING SOLUTION BETWEEN USES. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DAMAGED GASKET ON PREP COOLER DOOR. INSTRUCTED MANAGER TO REPAIR DOOR GASKET AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED TOILET IN NEED OF CLEANING IN WASHROOM. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.	41.68447443242853	-87.6205868429115	(41.68447443242853, -87.6205868429115)
2612175	PAKU PAKU SUSHI	PAKU PAKU SUSHI	3010840.0	Restaurant	Risk 1 (High)	3053 N CALIFORNIA AVE	CHICAGO	IL	60618.0	2025-02-13	License	Pass	47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED UNFINISHED WOOD ON THE SHELVING AND BACK OF SHELVING UNITS IN FRONT PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO FINISH THE WOOD ON THE SHELVING UNITS AND BACK OF SHELVING UNITS IN FRONT PREP AREA TO BE EASILY CLEANABLE AND MAINTAIN.	41.93734968535169	-87.6976199193121	(41.93734968535169, -87.6976199193121)
2612203	YACHT *57* FISH-WINGS-BURGER	YACHT 57	2359828.0	Restaurant	Risk 2 (Medium)	1750 N CALIFORNIA AVE	CHICAGO	IL	60647.0	2025-02-14	Canvass	Pass	37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: FOUND BULK FOOD CONTAINERS NOT LABELED.(FLOUR,BREADING,ETC.)MUST LABEL.	41.91348310226821	-87.69722763748908	(41.91348310226821, -87.69722763748908)
2612676	SENSEI IZAKAYA	SENSEI IZAKAYA	3011366.0	Restaurant	Risk 1 (High)	2763 N MILWAUKEE AVE	CHICAGO	IL	60647.0	2025-02-24	License	Not Ready		41.931464938564446	-87.71110668068606	(41.931464938564446, -87.71110668068606)
2612610	Stagg	Stagg	26521.0	School	Risk 1 (High)	7424 S Morgan (1000W)	CHICAGO	IL	60621.0	2025-02-24	Canvass	Pass	35. APPROVED THAWING METHODS USED - Comments: OBSERVED PACKAGES OF HOT DOGS SITTING IN A PAN OF WATER IN THE MIDDLE COMPARTMENT OF THE 3-COMP. SINK. INSTRUCTED TO PROPERLY THAW UNDER COOL RUNNING WATER, IN THE COOLER OR MICROWAVE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE STORAGE RACKS INSIDE OF THE WALK IN COOLER (WIC) WITH RUST. INSTRUCTED TO REMOVE RUST FROM RACKS AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: THE RIGHT WASHBOWL (2) IN THE FIRST FLOOR GIRLS TOILET ROOM DOES NOT STAY ON LONG ENOUGH FOR ADEQUATE HAND WASHING. INSTRUCTED TO ADJUST SO THAT THE WATER STAYS ON FOR A MINIMUM OF 20 SECONDS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BROKEN/DAMAGED FLOOR TILES IN THE DINING AREA. INSTRUCTED TO REPLACE FLOOR TILES AND MAINTAIN A SMOOTH AND EASILY CLEANABLE SURFACE.	41.758926687108456	-87.64925339921011	(41.758926687108456, -87.64925339921011)
2612638	FULTON MARKET KITCHEN	FULTON MARKET KITCHEN	2944288.0	Restaurant	Risk 1 (High)	311 N SANGAMON ST	CHICAGO	IL	60607.0	2025-02-24	Canvass Re-Inspection	Pass		41.887114585601694	-87.65087022605566	(41.887114585601694, -87.65087022605566)
2612597	St. MARY STAR OF THE SEA SCHOOL	St. MARY STAR OF THE SEA SCHOOL	1981570.0	School	Risk 1 (High)	6424 S KENNETH AVE	CHICAGO	IL	60629.0	2025-02-24	Canvass	Pass		41.77593693564714	-87.73381774279692	(41.77593693564714, -87.73381774279692)
2612726	FAMILY DOLLAR #32601	FAMILY DOLLAR #32601	2744248.0	Grocery Store	Risk 3 (Low)	3542 S ARCHER AVE	CHICAGO	IL	60609.0	2025-02-25	Complaint	Fail	38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED EXTERIOR REAR DOOR NOT TIGHT FITTING. DOOR SWEEP DAMAGED AT BOTTOM WITH 1/4IN GAP. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN EXTERIOR DOORS TIGHT FITTING.        | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 80 MOUSE DROPPINGS IN REAR STORAFE ROOM. INSTRUCTED PERSON IN CHARGE TO REMOVE ALL MOUSE DROPPINGS AND SANITIZE AREAS.  #7-38-020(A) CITATION ISSUED. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED RAW SEWAGE BACKING UP FROM FLOOR DRAINS IN RESTROOMS. OBSERVED WASTEWATER BACK UP AT MOP SINK. INSTRUCTED PERSON IN CHARGE TO REPAIR PLUMBING, SANITIZE AFFECTED AREAS AND RESTORE AND MAINTAIN PROPER WASTEWATER DISPOSAL AT ALL TIMES. PRIORITY VIOLATION #7-38-030(C). CITATION ISSUED. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED DEBRIS ON GROUND AROUND DUMPSTER AREA. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN AREA.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MULTIPLE CEILING TILES WITH DARK STAINS FROM WATER DAMAGE. INSTRUCTED PERSON IN CHARGE TO REPLACE ALL DAMAGED/MISSING CEILING TILES.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED GAP AND HOLES AROUND PERIMETER OF REAR STORAGE ROOM AND WALL NEAR RESTROOMS WITH WALL BORDER MISSING. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ITEMS STORED ON FLOOR IN REAR STORAGE AREA AND NEAR RESTROOMS. INSTRUCTED PERSON IN CHARGE TO ELEVATE ALL ITEMS AND MAINTAIN SIX INCHES OFF THE FLOOR AT ALL TIMES.	41.82946261866911	-87.67939156551236	(41.82946261866911, -87.67939156551236)
2612642	MCDONALD'S #29	MCDONALD'S #29	2988069.0	Restaurant	Risk 2 (Medium)	6560 S STONY ISLAND AVE	CHICAGO	IL	60637.0	2025-02-24	Complaint	Pass	49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN BOTTOM AREA OF FRYERS TO REMOVE GREASE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED GREASE ON THE FLOOR UNDER THE FRYERS ON THE BACK WALL OF THE KITCHEN; INSTRUCTED TO CLEAN FLOOR TO REMOVE GREASE AND MAINTAIN.	41.775220087308064	-87.58643662574815	(41.775220087308064, -87.58643662574815)
